image,label
real/real_90_3.jpg,real
real/real_90_4.jpg,real
fake/fake_90_0.jpg,fake
fake/fake_90_1.jpg,fake
fake/fake_90_2.jpg,fake
fake/fake_90_3.jpg,fake
fake/fake_90_4.jpg,fake
real/real_91_0.jpg,real
real/real_91_1.jpg,real
real/real_91_2.jpg,real
real/real_91_3.jpg,real
real/real_91_4.jpg,real
fake/fake_91_0.jpg,fake
fake/fake_91_1.jpg,fake
fake/fake_91_2.jpg,fake
fake/fake_91_3.jpg,fake
fake/fake_91_4.jpg,fake
real/real_92_0.jpg,real
real/real_92_1.jpg,real
real/real_92_2.jpg,real
real/real_92_3.jpg,real
real/real_92_4.jpg,real
fake/fake_92_0.jpg,fake
fake/fake_92_1.jpg,fake
fake/fake_92_2.jpg,fake
fake/fake_92_3.jpg,fake
fake/fake_92_4.jpg,fake
real/real_93_0.jpg,real
real/real_93_1.jpg,real
real/real_93_2.jpg,real
real/real_93_3.jpg,real
real/real_93_4.jpg,real
fake/fake_93_0.jpg,fake
fake/fake_93_1.jpg,fake
fake/fake_93_2.jpg,fake
fake/fake_93_3.jpg,fake
fake/fake_93_4.jpg,fake
real/real_94_0.jpg,real
real/real_94_1.jpg,real
real/real_94_2.jpg,real
real/real_94_3.jpg,real
real/real_94_4.jpg,real
fake/fake_94_0.jpg,fake
fake/fake_94_1.jpg,fake
fake/fake_94_2.jpg,fake
fake/fake_94_3.jpg,fake
fake/fake_94_4.jpg,fake
real/real_95_0.jpg,real
real/real_95_1.jpg,real
real/real_95_2.jpg,real
real/real_95_3.jpg,real
real/real_95_4.jpg,real
fake/fake_95_0.jpg,fake
fake/fake_95_1.jpg,fake
fake/fake_95_2.jpg,fake
fake/fake_95_3.jpg,fake
fake/fake_95_4.jpg,fake
real/real_96_0.jpg,real
real/real_96_1.jpg,real
real/real_96_2.jpg,real
real/real_96_3.jpg,real
real/real_96_4.jpg,real
fake/fake_96_0.jpg,fake
fake/fake_96_1.jpg,fake
fake/fake_96_2.jpg,fake
fake/fake_96_3.jpg,fake
fake/fake_96_4.jpg,fake
real/real_97_0.jpg,real
real/real_97_1.jpg,real
real/real_97_2.jpg,real
real/real_97_3.jpg,real
real/real_97_4.jpg,real
fake/fake_97_0.jpg,fake
fake/fake_97_1.jpg,fake
fake/fake_97_2.jpg,fake
fake/fake_97_3.jpg,fake
fake/fake_97_4.jpg,fake
real/real_98_0.jpg,real
real/real_98_1.jpg,real
real/real_98_2.jpg,real
real/real_98_3.jpg,real
real/real_98_4.jpg,real
fake/fake_98_0.jpg,fake
fake/fake_98_1.jpg,fake
fake/fake_98_2.jpg,fake
fake/fake_98_3.jpg,fake
fake/fake_98_4.jpg,fake
real/real_99_0.jpg,real
real/real_99_1.jpg,real
real/real_99_2.jpg,real
real/real_99_3.jpg,real
real/real_99_4.jpg,real
fake/fake_99_0.jpg,fake
fake/fake_99_1.jpg,fake
fake/fake_99_2.jpg,fake
fake/fake_99_3.jpg,fake
fake/fake_99_4.jpg,fake
